"nuts2","year","flow_in","flow_out"
"DE91",2015,47,60
"ITF3",2012,57,43
"ITF1",2012,19,12
"MT00",2019,30,31
"SE12",2016,761,630
"NO07",2010,36,35
"FRF3",2020,44,33
"DE94",2020,40,35
"BE33",2018,24,26
"CH04",2013,132,147
"UKC2",2012,368,516
"DED4",2020,131,180
"UKJ4",2017,351,418
"ES22",2012,18,22
"ES23",2012,7,4
"NL11",2015,28,36
"FRK2",2017,515,534
"UKD7",2017,72,59
"FI19",2015,45,34
"UKM8",2013,45,58
"ITI1",2018,624,729
"ES11",2009,22,13
"DK04",2017,42,58
"FR10",2009,125,140
"SI04",2018,176,210
"FRD2",2017,415,414
"BE24",2011,300,383
"UKM5",2016,66,82
"UKF3",2018,232,217
"UKG2",2018,31,42
"UKJ1",2012,282,276
"ITF3",2014,101,100
"UKJ4",2020,63,70
"DE60",2011,46,35
"AT21",2011,16,10
"PL21",2012,144,181
"PL71",2012,14,11
"BG31",2018,33,67
"PT11",2011,704,354
"ITI4",2011,41,39
"NL42",2020,46,43
"UKG3",2019,639,721
"ITH1",2019,433,333
"DK02",2010,4,13
"PL61",2014,27,14
"FRF1",2013,70,81
"AT33",2018,37,28
"NO09",2009,12,7
"NO08",2009,72,33
"UKK4",2013,305,232
"BE33",2015,14,17
"LU00",2013,18,7
"DEE0",2015,48,45
"DE11",2015,41,66
"UKE2",2015,78,86
"DE40",2018,95,53
"HU12",2017,75,87
"FRF3",2012,19,20
"UKJ2",2011,25,39
"IE05",2015,35,29
"DED2",2019,136,139
"PL81",2020,18,24
"BE10",2014,47,54
"CH03",2014,511,330
"SE12",2011,33,27
"DEA5",2020,66,50
"ITC3",2017,35,44
"HR06",2013,1,5
"HR03",2013,133,78
"FRG0",2018,337,320
"UKM5",2017,70,85
"NL33",2015,132,137
"UKK4",2019,1586,1536
"CH02",2019,520,469
"UKD3",2020,82,83
"FRI2",2013,8,6
"UKC2",2015,226,220
"DEA5",2018,636,673
"FRL0",2011,286,292
"BE31",2014,73,84
"UKF3",2015,29,10
"PT17",2012,323,387
"ES43",2014,13,14
"ES23",2017,16,23
"AT13",2012,48,36
"FRL0",2016,1720,2067
"FRF3",2015,42,73
"SE31",2020,27,12
"ITF4",2016,18,29
"ITC1",2017,705,841
"DE23",2016,18,11
"PL72",2010,29,18
"AT32",2020,157,209
"DE50",2015,68,72
"LU00",2015,107,70
"DE91",2013,416,447
"NL41",2013,201,190
"UKE4",2009,31,31
"UKM7",2009,929,1334
"SI04",2015,86,70
"DED5",2015,14,23
"ES52",2013,34,50
"FRJ1",2011,24,27
"FRI1",2011,362,228
"PL91",2015,518,572
"PL82",2010,10,11
"PL41",2010,9,8
"FRJ2",2014,28,37
"FRK2",2010,36,38
"FRG0",2009,72,67
"FRC2",2009,10,15
"CZ08",2018,96,62
"CZ03",2018,71,24
"UKK4",2009,126,109
"NO07",2019,325,198
"CZ02",2019,14,4
"ITC3",2015,44,42
"ES52",2014,372,505
"CZ06",2020,201,160
"UKK2",2014,50,47
"UKK3",2014,274,117
"BE22",2017,52,28
"RO42",2019,4,10
"RO12",2019,13,8
"ITF1",2013,15,16
"DEA5",2012,21,20
"NL31",2017,57,80
"SE12",2019,103,75
"ES41",2010,42,36
"PL82",2017,35,46
"PL72",2017,37,36
"SK01",2011,5,9
"CH07",2019,21,18
"UKE1",2017,13,24
"SK01",2020,1056,817
"BE33",2019,253,224
"CZ05",2020,36,25
"LT01",2017,20,37
"ITC3",2014,60,76
"PL21",2014,351,625
"UKL2",2017,742,799
"ES21",2017,145,108
"UKL1",2019,43,67
"NL21",2015,228,325
"NL42",2015,31,35
"PL22",2019,1282,1107
"ITI3",2019,560,481
"UKK1",2015,980,907
"BG41",2018,185,144
"UKK4",2015,34,38
"FRE1",2020,52,47
"PL82",2018,137,60
"UKD6",2016,17,7
"ITH5",2018,131,160
"DE71",2013,26,33
"CH04",2011,44,61
"ES61",2012,633,703
"HU32",2017,96,61
"PL51",2010,88,92
"ITC1",2013,23,29
"PL62",2018,25,20
"UKC2",2017,59,55
"UKE2",2017,53,45
"UKM8",2014,122,112
"NL33",2016,87,99
"UKL2",2020,1906,2176
"ITC3",2016,49,58
"PL91",2012,448,379
"PL62",2012,61,40
"ES41",2019,288,301
"DK02",2018,115,140
"DK02",2020,27,32
"UKD4",2016,79,105
"DE13",2013,14,22
"PL51",2016,168,171
"FRJ2",2015,62,88
"ITF6",2010,8,6
"ITG1",2010,74,120
"UKD7",2020,7732,7616
"BG42",2012,2,4
"BG41",2012,10,17
"ES41",2012,21,29
"NO08",2013,194,105
"HU32",2016,144,99
"UKM8",2009,42,58
"HU12",2018,442,310
"HR06",2012,1,2
"SI03",2012,7,6
"ITI3",2009,18,22
"ES11",2017,225,210
"ES43",2015,23,36
"FRE1",2018,48,42
"NL41",2012,18,19
"DE71",2012,25,23
"NO0A",2012,29,30
"FRD2",2016,70,71
"UKG3",2013,687,738
"DE14",2018,3222,4130
"PT17",2015,600,973
"FRG0",2020,1229,1444
"FRF1",2020,62,46
"ES21",2018,704,573
"ITH3",2018,591,770
"SE21",2019,267,174
"PT17",2009,27,14
"PL22",2020,382,260
"FRE1",2013,20,19
"UKG2",2016,972,921
"DE50",2016,211,198
"UKF2",2018,4,6
"FRH0",2018,650,986
"ITH4",2011,66,120
"DE25",2015,68,39
"DE92",2010,7,16
"DE71",2010,20,19
"DE40",2012,43,24
"CH07",2015,195,68
"FRH0",2020,1249,1368
"SK02",2019,11,8
"FRF2",2012,48,31
"BE23",2013,33,25
"AT22",2012,45,37
"EL30",2013,192,397
"EL64",2013,1,2
"AT22",2013,17,10
"DE60",2019,444,350
"FRB0",2018,27,31
"PL63",2018,34,27
"UKG2",2017,419,380
"FRI1",2012,58,60
"UKF3",2014,16,7
"BE25",2014,5,2
"UKK3",2015,10,6
"DE26",2019,43,37
"DE72",2017,35,30
"UKD6",2014,68,42
"DED2",2017,148,162
"ITG1",2015,24,56
"DE60",2015,324,280
"UKL2",2016,42,50
"UKC2",2011,23,32
"ITI1",2017,60,77
"FRI1",2018,61,78
"DE14",2013,27,26
"NL22",2014,80,98
"BE24",2012,46,61
"AT12",2018,64,52
"FRI1",2016,34,44
"PL22",2015,88,85
"DEC0",2020,704,597
"UKL1",2016,152,157
"FI1C",2015,19,30
"NO08",2016,357,316
"UKL1",2015,66,99
"ITI4",2018,1804,2408
"DE30",2010,36,44
"DE40",2010,30,14
"BE24",2016,952,1011
"SK02",2017,8,8
"SK01",2017,22,18
"NO0A",2017,38,37
"DEA3",2019,210,382
"SE22",2013,181,204
"SI03",2015,9,2
"ES22",2015,13,25
"DK04",2014,25,23
"BG41",2019,65,88
"PL62",2019,44,42
"UKF3",2016,24,11
"BE35",2015,25,12
"CH04",2015,73,72
"PL71",2017,35,22
"LT02",2020,162,145
"EE00",2020,323,231
"NO09",2019,106,35
"PL61",2019,87,42
"ES11",2012,79,133
"UKK2",2019,152,198
"UKJ3",2017,98,150
"RO21",2019,90,122
"RO11",2019,15,18
"FI1D",2010,5,11
"FI1B",2010,35,32
"AT32",2017,61,64
"NL21",2017,80,56
"ES13",2015,40,33
"BE23",2015,1357,975
"CZ07",2020,22,15
"NO07",2018,25,18
"DE24",2012,337,196
"UKG3",2020,360,433
"PL41",2013,20,20
"PL51",2013,19,12
"ITI1",2019,98,89
"PL81",2015,13,18
"PL62",2020,40,48
"PL61",2020,227,88
"PL71",2013,30,81
"PL82",2013,31,18
"SE12",2013,902,772
"PL22",2011,55,46
"PL41",2011,14,11
"UKF3",2012,541,225
"AT13",2014,58,52
"FRH0",2012,262,171
"EL52",2011,106,799
"HR05",2012,8,21
"HR03",2012,27,20
"UKE3",2016,160,144
"PL51",2017,252,276
"PL81",2012,9,13
"DE14",2019,52,58
"DED2",2013,22,22
"DEB3",2017,84,118
"DEF0",2012,177,320
"UKE2",2018,67,59
"RO12",2015,7,5
"ES43",2013,12,16
"ES62",2013,8,13
"FI1D",2019,42,39
"HU32",2014,2,24
"PT18",2014,150,108
"PL63",2019,271,270
"EL30",2015,624,942
"DE14",2011,29,36
"SE11",2011,451,349
"UKE2",2016,105,90
"ES41",2016,270,203
"UKM7",2010,252,280
"UKE4",2013,86,109
"DEG0",2020,47,46
"DK03",2014,33,20
"UKJ4",2015,106,96
"CH06",2013,1,165
"FRE1",2009,30,31
"RO42",2009,7,15
"BE23",2009,144,97
"BE21",2014,378,310
"FRD1",2015,1405,1872
"EL52",2019,280,422
"UKJ4",2009,9,10
"NL32",2015,62,57
"ES42",2017,42,21
"DE13",2012,68,93
"NL42",2012,103,66
"DE12",2009,19,30
"DEA1",2009,105,54
"PT15",2014,19,13
"UKN0",2011,99,177
"ES21",2013,23,18
"DE26",2009,35,32
"DEA2",2009,28,27
"UKD4",2017,78,88
"UKE1",2020,22,24
"DE25",2014,450,398
"DE23",2014,13,9
"DEA5",2013,240,111
"UKE3",2011,101,92
"DK02",2019,56,61
"UKK4",2010,26,15
"DEB3",2016,1140,1111
"NL41",2016,88,96
"ES12",2014,15,12
"NL41",2014,21,25
"HR02",2012,1,2
"UKJ4",2013,48,34
"PL42",2017,8,12
"PL43",2017,67,12
"CY00",2017,384,279
"CH06",2011,14,4
"CH05",2017,145,99
"AT34",2014,7,8
"AT33",2014,14,13
"AT33",2017,81,104
"UKL2",2014,75,68
"SI04",2019,172,96
"HR03",2019,48,68
"UKE1",2019,50,54
"UKH3",2020,34,36
"CY00",2018,129,152
"UKE2",2014,37,41
"BE23",2012,620,481
"CY00",2013,58,36
"ES70",2017,140,109
"FRC1",2020,45,64
"ITH5",2016,58,48
"EL51",2013,25,54
"FRJ1",2018,114,122
"ITI1",2012,56,88
"UKF3",2017,33,20
"PT11",2009,352,178
"HU12",2016,18,9
"ITF3",2016,25,44
"UKK1",2017,123,128
"FRF1",2019,48,53
"HR06",2018,6,2
"LT01",2011,22,42
"DED5",2016,40,35
"PT15",2012,1,12
"UKF2",2013,1,2
"PL84",2017,8,15
"ITC4",2012,34,50
"CH07",2012,163,162
"FRF3",2017,96,118
"ITF4",2019,30,38
"DE12",2016,132,170
"ES41",2009,40,22
"UKD3",2013,59,51
"FRF1",2014,27,24
"ITH1",2011,20,6
"BG33",2011,18,1
"BG41",2011,115,228
"UKG2",2015,2090,1211
"UKE1",2015,61,48
"ITF6",2020,10,12
"ITH3",2010,11,23
"DE12",2012,139,132
"FRI1",2010,264,286
"BE10",2013,43,48
"UKH2",2017,26,17
"NL33",2014,60,76
"EL64",2020,3,4
"NL21",2016,48,57
"ES24",2020,27,31
"BE23",2017,1368,1187
"DEC0",2017,184,140
"AT31",2016,12,6
"DEA2",2010,66,55
"BE24",2010,76,110
"DED5",2019,316,300
"ES24",2012,9,15
"LT02",2018,174,136
"DED4",2013,12,12
"EL65",2015,6,2
"EL53",2019,13,6
"CZ06",2018,462,348
"AT32",2016,27,20
"EL63",2015,220,265
"EL61",2018,115,112
"DEA4",2018,211,182
"EL54",2015,9,22
"ITG1",2014,19,20
"FI1D",2020,306,196
"NL31",2011,52,93
"NL42",2011,446,693
"AT22",2015,32,25
"DE21",2014,66,68
"DK05",2020,24,21
"DEA5",2014,189,148
"ITC1",2014,22,39
"SE31",2016,39,39
"ITH3",2015,34,41
"NO07",2020,32,21
"ES43",2016,80,109
"LT01",2016,225,301
"FRK1",2019,25,22
"CZ02",2013,4,1
"CZ04",2013,17,0
"NO06",2017,34,39
"FRF1",2012,34,84
"NL41",2009,36,37
"BE21",2009,11,14
"ITF6",2019,23,15
"DK03",2016,12,20
"UKL1",2009,66,75
"BG42",2011,3,3
"ES62",2015,221,222
"HR05",2017,42,87
"HR03",2017,49,16
"PT20",2012,9,12
"FI1C",2011,78,39
"FI1B",2011,123,112
"HU11",2011,108,181
"EE00",2019,196,174
"UKH2",2013,272,411
"BE21",2016,32,31
"DEA2",2016,181,162
"FRJ2",2017,44,55
"HR05",2019,99,140
"ES11",2014,132,186
"FRK1",2018,63,66
"PL51",2012,14,17
"PL61",2012,16,10
"UKH3",2010,169,264
"BE25",2017,21,8
"PT15",2011,9,5
"CZ07",2017,64,33
"FRG0",2010,280,601
"UKK4",2017,52,53
"FRD2",2009,7,10
"NO08",2011,17,18
"HU33",2017,84,61
"CH06",2014,8,6
"ES62",2014,41,45
"ITH4",2015,32,61
"DK05",2015,223,156
"UKC2",2013,162,218
"UKL1",2013,36,73
"PT20",2017,55,54
"LT01",2018,99,135
"RO32",2015,19,24
"BE24",2009,32,39
"BE35",2016,104,92
"CH02",2012,70,97
"ITF2",2018,35,24
"FRJ2",2019,413,405
"HU11",2019,53,80
"DE50",2009,36,41
"AT12",2012,35,39
"PT17",2018,64,17
"DE73",2015,685,380
"BE31",2019,585,482
"FRC2",2019,31,34
"CH01",2009,25,29
"ITI4",2013,105,163
"PT30",2017,8,7
"RO11",2013,192,289
"HU11",2013,573,638
"ES52",2011,85,96
"EL63",2011,55,60
"UKM5",2011,65,107
"BE10",2017,72,83
"HU12",2013,42,152
"ES13",2017,82,60
"PL41",2016,43,50
"FRF3",2011,51,34
"UKM6",2012,9,0
"LV00",2015,6,7
"UKC1",2015,43,44
"BE32",2009,9,5
"DEG0",2011,24,30
"DEE0",2011,16,20
"UKD4",2015,60,65
"PL22",2010,56,155
"PL61",2010,17,20
"UKC1",2011,286,391
"SE31",2017,29,16
"ITC3",2019,49,46
"FRK1",2020,16,16
"UKD4",2018,92,92
"UKK1",2013,259,224
"CH02",2015,44,24
"CH03",2017,340,221
"UKD4",2013,22,33
"EL63",2019,15,31
"UKL2",2012,972,1045
"HR06",2020,8,2
"EL65",2019,52,40
"ITI3",2016,34,43
"DE24",2014,630,703
"FI19",2017,92,66
"PL43",2012,2,3
"ITG1",2011,28,13
"ITI3",2011,31,54
"DE13",2016,86,92
"DE91",2011,26,24
"DE27",2019,121,133
"AT22",2014,24,20
"NO06",2013,20,7
"IE05",2017,49,33
"SE22",2015,198,220
"NL12",2019,73,90
"DK05",2014,144,217
"NL31",2012,37,56
"DE26",2016,38,40
"CZ01",2013,76,62
"CZ05",2013,26,8
"DEB1",2020,12,6
"PL21",2018,272,230
"HU33",2019,23,15
"ITF2",2020,3,6
"SE31",2015,23,22
"BE23",2011,161,127
"UKM7",2011,50,55
"UKD7",2011,58,60
"DED5",2010,19,18
"ITF6",2017,73,136
"SI04",2017,45,46
"DE27",2011,5,2
"DEB3",2010,43,54
"UKJ4",2011,80,153
"UKH3",2016,154,189
"FRG0",2012,210,152
"FRE1",2012,65,84
"DEB2",2020,168,85
"PT18",2016,37,10
"FRJ1",2019,98,123
"CZ03",2011,25,19
"CZ01",2011,27,17
"CH07",2016,68,48
"FRF2",2014,10,17
"FRD1",2019,31,38
"NO08",2012,36,17
"CH05",2020,43,38
"FRC2",2013,8,7
"ES21",2015,30,30
"ITH1",2013,21,28
"FRB0",2016,494,343
"PL62",2013,30,21
"PL22",2013,19,32
"DED5",2012,39,49
"PL22",2012,11,8
"PT30",2012,11,6
"SE23",2012,145,84
"ITI1",2010,48,69
"CZ03",2016,344,259
"FRE1",2011,19,12
"NO0A",2014,390,227
"NO08",2014,186,130
"UKJ3",2010,234,222
"FI1D",2012,92,63
"ES22",2014,48,39
"SE33",2017,145,155
"NO09",2013,23,20
"DED5",2014,64,53
"AT22",2018,289,270
"DEG0",2015,60,54
"CZ03",2019,66,50
"DE72",2011,121,110
"LU00",2017,101,48
"ES13",2016,53,60
"ES23",2015,19,24
"BE25",2018,46,36
"FI19",2013,64,143
"FI1B",2013,139,84
"IE06",2009,200,185
"EL54",2010,33,48
"FRB0",2013,12,17
"CZ01",2017,93,70
"DK04",2020,106,96
"ES52",2010,65,48
"BE22",2018,119,153
"ITH2",2014,8,5
"ITI1",2009,192,218
"CZ05",2018,15,11
"UKL1",2017,51,57
"PL63",2014,19,16
"UKD1",2014,554,276
"NL41",2015,32,34
"IE06",2010,131,217
"IS00",2017,71,51
"UKJ4",2012,14,13
"PL22",2016,19,21
"DK04",2013,180,125
"ES70",2013,8,10
"DEF0",2014,132,201
"DE50",2014,27,20
"FRF1",2017,258,295
"EL43",2011,22,30
"DE71",2014,84,77
"ES53",2015,36,55
"EL63",2013,10,15
"BE33",2013,27,16
"CH04",2009,38,47
"PT17",2013,32,55
"ES13",2009,120,1
"NO09",2017,51,30
"BE10",2011,32,23
"DE22",2020,72,46
"RO42",2020,17,12
"PL82",2014,30,15
"ITF6",2011,1,9
"RO32",2012,15,15
"ES52",2009,126,139
"ITH1",2017,224,141
"CH07",2011,3,2
"DE40",2015,82,39
"ITI3",2014,63,114
"DE73",2018,56,85
"DEA5",2015,156,235
"FRI3",2015,136,225
"NL42",2017,35,41
"EL61",2020,78,53
"DE92",2012,58,48
"CZ08",2015,24,11
"CZ07",2015,20,12
"HR05",2018,21,60
"HR03",2018,57,14
"NL41",2017,35,44
"RO21",2012,19,40
"UKM8",2011,33,35
"NO0A",2016,34,24
"PL52",2017,13,16
"ITH1",2014,18,12
"UKJ3",2013,720,822
"UKE2",2020,154,171
"PL52",2015,54,11
"DE11",2020,477,407
"NL33",2011,51,36
"DE13",2014,22,33
"DE72",2018,176,287
"UKE1",2011,9,6
"NO09",2020,19,7
"PT30",2018,4,12
"UKD7",2012,2277,2901
"UKD4",2012,22,33
"ES43",2017,53,48
"AT22",2020,119,108
"ITH3",2012,19,23
"ITG1",2016,13,27
"NO08",2010,440,521
"UKN0",2009,90,128
"NL21",2012,238,273
"FRJ2",2010,229,300
"CH02",2010,103,66
"DE25",2019,942,800
"LT02",2019,46,24
"BE22",2019,21,14
"DK03",2019,28,27
"NL31",2013,66,72
"EL41",2020,31,36
"SK04",2016,20,37
"ES62",2018,34,32
"UKD4",2009,13,14
"RO32",2018,63,46
"AT32",2014,27,34
"PT18",2013,99,70
"DE94",2016,98,132
"FRD1",2018,67,90
"DE94",2015,18,10
"BG41",2014,28,27
"BG33",2014,70,39
"ES12",2020,26,32
"PL82",2019,13,9
"DEA4",2019,29,32
"RO22",2015,3,2
"CH05",2013,10,8
"DE40",2019,70,52
"DE92",2017,102,109
"CH06",2017,12,6
"DE50",2017,37,41
"UKE1",2012,11,17
"ITF4",2012,10,11
"ITI3",2012,46,90
"FI1C",2019,129,88
"DEG0",2013,36,25
"FRL0",2009,24,18
"FRJ1",2015,166,132
"ES70",2011,13,4
"SE33",2016,144,74
"DEB3",2014,27,25
"DE80",2017,264,243
"DE24",2018,25,29
"IE04",2013,8,12
"SI03",2016,2,5
"FRD1",2012,6,9
"NO07",2015,144,39
"AT33",2016,287,240
"EL43",2017,101,294
"SE33",2015,106,115
"BE23",2010,50,101
"LV00",2012,1,6
"DED2",2010,12,33
"DEG0",2010,213,390
"SE22",2011,783,469
"SE21",2011,21,20
"EE00",2014,162,181
"RO11",2020,33,36
"FRJ2",2020,156,166
"DE91",2012,23,21
"FRJ2",2012,22,29
"RO31",2019,5,18
"RO32",2019,69,102
"AT21",2019,16,10
"CH06",2019,73,36
"ITI3",2017,52,78
"AT31",2012,9,5
"EE00",2010,4,2
"CZ02",2009,9,4
"CZ08",2016,8,10
"EL30",2010,180,256
"ES12",2010,7,8
"ES11",2010,13,12
"FRI2",2009,3,7
"DEB2",2018,8,8
"RO42",2013,3,7
"ES13",2019,33,40
"BE31",2017,73,74
"DE94",2017,22,19
"DEB1",2017,177,220
"AT21",2014,4,5
"RO32",2017,28,37
"ES70",2016,144,110
"ITG2",2014,48,33
"RO22",2014,21,15
"SI04",2013,28,37
"ITC4",2013,114,139
"ITG1",2013,14,17
"ES22",2016,58,38
"CZ01",2012,79,63
"ITI1",2013,44,82
"PL84",2012,21,4
"PL72",2012,3,4
"MT00",2010,169,63
"AT12",2010,19,6
"FRI2",2017,9,10
"NL11",2009,11,10
"EL30",2009,9,13
"SK01",2018,69,92
"ITH2",2019,43,32
"PT20",2018,12,15
"DE72",2016,171,190
"ITH4",2016,104,174
"ITF1",2017,135,102
"LT01",2009,3,7
"LT02",2009,8,0
"SK04",2018,10,21
"UKE2",2011,21,20
"SE31",2013,240,321
"SE23",2013,66,30
"IE05",2010,210,286
"SK02",2012,6,3
"UKM5",2019,750,1152
"PL92",2020,4,9
"FRF3",2014,190,292
"LT01",2013,36,19
"DE40",2009,93,100
"BE32",2014,4,3
"UKD6",2015,16,11
"NO07",2016,45,46
"SK01",2016,41,56
"NL11",2014,130,156
"ES70",2015,36,38
"ES62",2010,20,13
"ES42",2010,37,28
"DEC0",2019,20,36
"PL71",2016,22,16
"RO32",2016,78,64
"UKD1",2018,13,5
"UKN0",2014,151,144
"UKJ4",2014,50,39
"ES24",2017,282,378
"CZ05",2016,55,52
"PL22",2014,135,117
"LU00",2016,172,80
"CY00",2009,124,60
"DE60",2014,34,23
"UKE2",2012,28,24
"FRL0",2010,26,28
"BG34",2018,4,1
"ES22",2011,90,71
"EL54",2019,9,15
"DK02",2013,70,58
"ES13",2013,12,28
"PT18",2017,26,8
"UKG2",2012,8,11
"ES62",2017,46,57
"NL31",2009,15,21
"FI1B",2012,55,46
"RO21",2016,55,36
"RO31",2016,2,2
"AT12",2015,16,10
"UKN0",2010,12,13
"EL65",2016,34,69
"EL61",2016,29,84
"BE10",2012,740,441
"PL41",2015,68,93
"DE40",2014,526,672
"SK01",2019,51,46
"DK03",2015,16,31
"RO32",2020,2596,3661
"PL62",2017,6,9
"UKD3",2010,91,123
"CY00",2015,29,22
"HU31",2017,23,16
"PT15",2019,44,53
"CH04",2010,75,96
"UKJ3",2015,102,102
"PL42",2016,9,10
"UKL2",2009,18,18
"IE04",2018,95,93
"ITH5",2011,19,27
"FRE2",2015,56,45
"DE11",2012,96,140
"BG31",2019,2,2
"DE91",2009,72,82
"DED4",2009,11,8
"UKG1",2012,70,92
"UKC1",2013,85,108
"SK01",2013,5,14
"SK02",2013,6,10
"PT18",2018,120,130
"BG41",2017,21,16
"DE21",2010,26,31
"MT00",2020,20,14
"DEB2",2010,1,1
"DE14",2010,1481,2072
"AT12",2019,257,304
"AT13",2013,313,175
"DED5",2009,7,8
"DK01",2009,162,105
"DEA5",2011,116,90
"BG32",2011,3,10
"DEB1",2019,13,2
"ITH2",2017,19,25
"ES13",2018,23,18
"NL21",2010,9,8
"SE33",2010,11,12
"CZ03",2017,34,9
"ITG1",2019,76,69
"DE50",2013,265,429
"FRD2",2018,323,460
"PL63",2017,272,144
"FRJ1",2016,528,534
"PL84",2018,28,16
"ES12",2016,18,26
"UKF3",2020,3590,3726
"PL43",2019,80,104
"NO0A",2015,71,54
"IS00",2011,1100,301
"NO06",2011,97,60
"UKE1",2014,12,19
"DEG0",2017,50,40
"BE25",2013,19,18
"ES42",2009,20,10
"ES61",2009,30,21
"NL21",2013,40,35
"DEC0",2013,166,99
"ES43",2018,24,32
"DE30",2011,85,90
"ES62",2016,17,27
"NO07",2017,115,83
"ITC2",2017,1,3
"ES24",2014,68,57
"DEC0",2016,44,65
"ITH3",2013,272,417
"DE80",2013,21,26
"RO32",2013,26,42
"AT34",2016,7,3
"FRG0",2015,27,29
"UKH3",2017,36,29
"ITC3",2012,80,131
"UKG2",2013,13,15
"DED2",2012,19,23
"ES11",2013,88,100
"ES21",2012,52,28
"UKH2",2015,44,39
"CY00",2014,19,16
"FRF3",2010,18,31
"PT20",2016,6,5
"ITF3",2010,65,81
"ITG2",2017,581,667
"AT12",2014,72,37
"FI1C",2014,14,15
"HR05",2013,96,397
"CZ01",2009,15,14
"ITI4",2009,163,150
"UKF2",2011,24,0
"HU12",2012,28,36
"HU12",2015,14,19
"HU11",2015,35,48
"SE33",2009,37,36
"FRB0",2014,96,89
"FRF1",2010,76,63
"UKD6",2012,21,20
"PL41",2020,273,216
"PL52",2020,20,10
"EL63",2020,40,75
"DE24",2015,60,45
"FRB0",2010,16,20
"LU00",2018,136,93
"DK05",2009,4,7
"UKM5",2014,23,33
"UKK3",2016,17,9
"PL63",2012,9,13
"PL61",2011,5,8
"PL63",2011,15,14
"NO0A",2013,26,17
"HR05",2015,24,33
"ES23",2014,21,35
"FRJ1",2012,21,16
"LU00",2009,31,0
"NO06",2018,90,71
"SK03",2014,4,5
"FRK1",2017,51,80
"DE80",2015,65,44
"RO11",2015,36,43
"FI1D",2011,8,10
"DE13",2011,11,19
"MT00",2017,34,21
"FI1C",2013,14,10
"HU23",2016,22,11
"ES53",2017,17,12
"NO0A",2009,39,21
"IS00",2014,169,70
"FRF2",2019,48,43
"ES24",2009,140,250
"AT22",2017,136,145
"ES21",2011,153,136
"ES62",2011,120,221
"BG41",2015,14,12
"CZ08",2017,27,19
"ES62",2012,68,42
"FRI3",2019,32,44
"CZ03",2020,150,121
"SE23",2016,154,162
"FRC1",2017,168,157
"DK03",2010,5,6
"FRD2",2019,19,19
"CZ05",2014,6,7
"DEB1",2014,0,2
"DE24",2020,29,36
"NO09",2018,158,108
"DE60",2009,14,9
"ITH2",2020,81,104
"FRE2",2016,24,24
"CH06",2018,73,52
"AT33",2013,20,67
"AT34",2013,6,4
"FRF1",2015,276,407
"CH03",2010,594,463
"SK01",2010,16,15
"CZ06",2013,117,132
"FRI3",2018,15,16
"UKJ4",2019,220,166
"DED4",2019,53,64
"ES42",2018,19,20
"NL23",2012,2,1
"DED4",2015,189,358
"FRE2",2018,66,72
"DEA3",2014,54,127
"UKE2",2013,30,37
"DE92",2016,1045,1240
"DK03",2020,114,151
"AT12",2017,293,200
"DED4",2017,17,8
"UKM5",2013,53,42
"CZ07",2016,19,23
"SE22",2010,96,95
"DE24",2013,48,29
"DE26",2013,15,20
"FRH0",2011,308,394
"UKD6",2010,61,30
"DE73",2017,314,408
"HR03",2020,109,156
"NL42",2014,18,22
"FRI3",2013,70,111
"SI04",2016,13,32
"PL61",2017,43,60
"PT15",2015,36,28
"DE50",2012,19,17
"DE50",2011,84,71
"FI19",2014,132,103
"CZ04",2018,40,52
"DE73",2019,17,14
"DEC0",2018,81,108
"UKG2",2009,14,11
"DK04",2010,16,11
"SE33",2011,40,53
"SK02",2020,9,11
"DE23",2019,864,1010
"CZ01",2010,46,27
"ITG1",2012,8,16
"PL92",2018,15,21
"EL63",2010,11,4
"DK03",2013,36,32
"ES12",2013,30,45
"RO42",2012,18,7
"DE72",2015,55,54
"CZ02",2020,5,20
"ITF2",2015,3,5
"ES41",2015,378,494
"NO06",2009,101,70
"AT21",2017,9,3
"SE33",2013,19,16
"DE26",2010,63,43
"DEA5",2010,96,55
"FRC2",2020,16,23
"NO09",2014,16,12
"ITC3",2013,15,7
"IE05",2012,12,16
"AT21",2020,11,10
"UKC2",2010,845,1366
"UKF3",2010,21,10
"PT15",2017,77,72
"DK01",2012,594,480
"ITF5",2018,19,12
"DE24",2016,18,15
"ITF1",2014,11,15
"IE04",2011,20,21
"BE22",2010,8,8
"FRI3",2010,10,10
"FRG0",2016,277,432
"NL33",2010,32,24
"SE11",2010,165,156
"ITG2",2011,8,11
"DK02",2011,4,3
"DK04",2011,9,9
"EL41",2012,1,4
"HU33",2012,29,12
"UKD7",2010,209,267
"ES24",2010,56,57
"EL43",2016,43,100
"EL52",2013,33,62
"PL22",2017,47,32
"ES62",2009,37,49
"FRK1",2013,11,16
"HU12",2019,85,87
"PT20",2014,4,9
"NO0A",2010,56,60
"HU21",2015,6,4
"NO02",2019,150,50
"DE60",2012,300,301
"ITH4",2013,54,116
"UKF3",2011,80,1
"AT33",2012,7,9
"PL21",2015,490,423
"DE27",2018,33,19
"DEB1",2018,19,9
"AT11",2012,32,1
"CZ07",2011,154,68
"ES42",2014,20,34
"ES42",2012,8,12
"CH03",2012,19,25
"PL81",2016,19,15
"PL84",2020,32,16
"DE14",2009,22,33
"HU32",2009,4,17
"HU33",2015,24,18
"RO42",2014,5,6
"EL65",2018,18,26
"PL42",2019,6,11
"PL61",2016,38,42
"ES13",2014,15,14
